text,time,impressions,engagements,engagement_rate,retweets,replies,likes,user_profile_clicks,url_clicks,hashtag_clicks,detail_expands,follows,email_tweet,media_views,media_engagements
The @basesuk expert statement on exercise therapy for people with chronic kidney disease http://t.co/znGloRMgX9 http://t.co/WH3clbDj4h,2015-03-25 12:18 +0000,5988,224,0.03740815,7,0,9,14,30,0,31,0,5,128,128
Simulation of first stances during sprint running http://t.co/3YiNJBW0rC http://t.co/4rlylMS4mz,2015-03-24 12:16 +0000,7419,529,0.07130341,28,1,40,16,134,0,69,0,13,228,228
Variability of performance during a 60-min running race http://t.co/sHpGHdvo1E http://t.co/kpeGHNV48L,2015-03-24 12:00 +0000,3847,185,0.04808942,6,0,8,3,59,0,24,0,3,82,82
"Vol 33(10) is now available. Papers on #pedometer validity, RSA, rugby sevens, PA in preschoolers, among others http://t.co/BbSozFlp3L",2015-03-24 11:47 +0000,4044,98,0.024233432,6,1,4,2,64,0,20,0,1,0,0
Could you guys help with JSS Endnote style? @KingpinEd @AlejandraLNunez â€œ@RossCloak: @Joffyleeder did you ever come across a endnote styleâ€ù,2015-03-24 10:18 +0000,3227,39,0.012085528,0,1,0,3,0,0,35,0,0,0,0
High-volume resistance training reduces postprandial lipaemia in postmenopausal women http://t.co/wEgnAM5jPp http://t.co/uRwXPkwSje,2015-03-20 15:44 +0000,3381,62,0.01833777,2,0,2,3,18,0,9,0,0,28,28
Hydration status affects mood state and pain sensation during ultra-endurance cycling http://t.co/Mxttlne17s,2015-03-20 15:32 +0000,4451,84,0.018872164,18,0,10,5,33,0,15,1,2,0,0
Match statistics related to winning in the group stage of 2014 FIFA World Cup http://t.co/2iHnsqYFwC @JSSFootball http://t.co/QGc6C8QuC5,2015-03-20 15:27 +0000,11219,751,0.066940012,36,3,35,24,117,0,123,0,10,403,403
Effect of breast support on running kinematics http://t.co/szbqIuk80U http://t.co/qDxwjnDhrE,2015-03-20 15:22 +0000,4355,267,0.06130884,10,1,7,4,60,0,37,1,3,144,144
Impact of age on haematological markers pre- and post-marathon running http://t.co/zQyMq4VIKY http://t.co/FoUmj5KhPi,2015-03-20 12:25 +0000,3471,123,0.035436474,7,0,3,4,30,0,14,0,1,64,64
Performance of gymnastics skill benefits from an external focus of attention http://t.co/e0EhN4DiLz http://t.co/nFWj8hsUUf,2015-03-16 18:15 +0000,4768,265,0.055578859,13,0,7,11,97,0,42,1,9,85,85
Further development of the talent development environment questionnaire for sport http://t.co/0DENhURkDD http://t.co/HEDNrSyaT4,2015-03-16 18:02 +0000,6909,443,0.064119265,22,1,19,15,128,0,77,0,11,170,170
Effect of plantarflexion angle on landing mechanics http://t.co/bPypLpVikK http://t.co/do5WmWSBVX,2015-03-16 17:49 +0000,4260,259,0.060798122,11,0,17,5,79,0,33,0,8,106,106
Seasonal DXA-measured body comp changes in professional male soccer players http://t.co/S6hSUKER6a @JSSFootball http://t.co/Dr23bt64yz,2015-03-16 10:25 +0000,4845,194,0.04004128,12,0,8,1,40,0,23,1,3,106,106
Training using optimum power loads in soccer players http://t.co/89PHfhdYqw @JSSFootball http://t.co/0mhZT9vFut,2015-03-16 10:17 +0000,8274,507,0.061276287,16,1,25,13,103,0,50,2,9,288,288
. @drmarkru55ell and we appreciate the contribution from every one of them Mark.,2015-03-13 15:39 +0000,2698,59,0.02186805,0,2,1,7,0,0,49,0,0,0,0
Vol 33(9) is now available. Papers on #FIFA 11+ #rugbyunion #doping #cycling #cricket #racingdrivers #alpineskiing http://t.co/u2bEj9tF8C,2015-03-12 18:28 +0000,4611,128,0.027759705,7,0,9,3,90,1,11,0,7,0,0
Brain networks governing the golf swing in professional golfers http://t.co/nUruVHvY0S http://t.co/CBv8vW6UJ3,2015-03-12 09:02 +0000,6405,215,0.033567525,15,0,5,4,64,0,21,0,2,104,104
Hamstring flexibility and power in young football players http://t.co/LXxGOZ8OKI @JSSFootball http://t.co/T9VymAmWww,2015-03-12 08:52 +0000,6423,396,0.061653433,23,3,15,12,102,0,36,1,8,196,196
Walking and substrate oxidation in obese girls http://t.co/YihGNkWmb6 http://t.co/ZUG8StTsZs,2015-03-11 18:52 +0000,3987,186,0.046651618,8,0,7,6,51,0,17,0,0,97,97
Well done Craig â€œ@craig_twist Nice to know our paper was top 10 cited articles in JSS in 2014 http://t.co/ixggaVjjS9 http://t.co/U9Qr76wGS9â€ù,2015-03-10 17:24 +0000,3869,386,0.099767382,3,0,2,17,91,0,53,0,0,220,220
The impact of in-season national team soccer play on injury &amp; player availability in a pro club http://t.co/krR2s1ArXL @carling_chris,2015-03-10 12:00 +0000,11095,252,0.022712934,28,0,29,23,107,0,53,2,10,0,0
A low-cost method for estimating energy expenditure during soccer refereeing http://t.co/fnyRo7Jvf8 http://t.co/DLdWpYGWdy,2015-03-10 11:53 +0000,5404,197,0.036454478,4,0,7,8,38,0,24,0,2,114,114
A comparison of genetic variants between proficient low- and high-risk sport participants http://t.co/hs6is1MMrZ,2015-03-10 11:48 +0000,3669,40,0.010902153,2,0,2,0,23,0,13,0,0,0,0
Physical activity and social support in adolescentsâ€_ http://t.co/KGgYKTrORh http://t.co/PJMtp3uB0L,2015-03-10 11:46 +0000,3048,76,0.024934383,1,0,1,1,24,0,9,0,2,38,38
"Energy cost and kinematics of level, uphill and downhill runningâ€_ http://t.co/PLiw1tpEt1 http://t.co/G0xiDtpxS7",2015-03-10 11:38 +0000,6268,306,0.0488194,17,0,16,9,85,0,34,1,4,140,140
"Nutrition for endurance sports: Marathon, triathlon, and road cycling by @Jeukendrup hits 30000 views! http://t.co/zgbUx8S1cI",2015-03-10 09:19 +0000,8412,248,0.029481693,20,0,24,21,127,0,40,3,13,0,0
We would like to welcome @Jaime__Sampaio @PaulGlazier and @Robertson_SJ to the Performance Analysis section of our Editorial Advisory Board,2015-03-09 14:19 +0000,5113,224,0.043809896,6,4,8,75,0,0,131,0,0,0,0
"Use this guide to help you understand how to re-use your JSS article or individual parts of it (e.g. table, figure). http://t.co/QYtahXwqFq",2015-03-09 12:55 +0000,4201,108,0.025708165,5,1,6,6,58,0,32,0,0,0,0
"Home advantage in soccer â€“ A matter of expectations, goal setting and tactical decisions of coaches? http://t.co/PVn8KMwYD4",2015-03-07 22:43 +0000,5158,220,0.042652191,14,0,22,21,92,0,63,0,8,0,0
. @DrMarkRu55ell @west_danny well done Mark et al. We look forward to seeing it in print soon.,2015-03-05 22:33 +0000,3512,111,0.031605923,0,0,0,13,0,0,98,0,0,0,0
Stability of body-image scales http://t.co/ecEFiHja4m @alannevill1 @AndyLane27 @MikeDunky http://t.co/Q0tqYGGnNi,2015-03-04 18:03 +0000,4175,129,0.030898204,8,0,3,7,30,0,28,0,0,53,53
@wellnessof Aviat Space Environ Med. 1990 61(1): 3-11 http://t.co/teM1IAmv13,2015-03-02 10:39 +0000,256,1,0.00390625,0,0,0,0,1,0,0,0,0,0,0
Did you know that all JSS authors receive 50 #eprints of their published paper? Hereâ€™s a guide to using themâ€_ http://t.co/PiHLKKrVqd,2015-03-02 09:43 +0000,3598,45,0.012506948,1,0,1,6,30,0,7,0,0,0,0
Gastrointestinal distress is common during a 161-km ultramarathon http://t.co/h80fwmVzsr http://t.co/MvhfhQ5niw,2015-02-26 15:11 +0000,7418,283,0.038150445,16,2,6,23,41,0,43,0,6,144,144
Improvements in FMS competency mediate the effect of the SCORES intervention on PA &amp; CR fitness in children http://t.co/m8azPOWVCd,2015-02-26 15:03 +0000,3182,64,0.020113136,1,0,5,5,37,0,14,0,2,0,0
Reliability for assessing kinesthesia http://t.co/PfNcZJyLh8 http://t.co/dkDyM6Ljnq,2015-02-25 13:39 +0000,3299,91,0.027584116,1,0,3,3,24,0,13,0,2,45,45
Effects of unsteady conditions on propulsion generated by the handâ€™s motion in swimming: a systematic review http://t.co/eUco3cBDm0,2015-02-25 13:36 +0000,3218,38,0.011808577,3,0,1,1,25,0,7,0,1,0,0
Choosing the right imaging method in muscle hernias: musculoskeletal ultrasonography http://t.co/q5RIHmdADZ http://t.co/yVzg9ps7sS,2015-02-25 13:34 +0000,3198,54,0.016885553,1,0,1,4,4,0,9,0,0,35,35
Effectiveness during ball screens in elite basketball games http://t.co/Fbatn77Qp4 @Jaime__Sampaio http://t.co/Z4uTn4SOXV,2015-02-23 12:02 +0000,5801,390,0.067229788,13,0,22,21,89,0,62,0,5,178,178
The use of spatial manipulation to examine goalkeepersâ€™ anticipation http://t.co/mfCVAmRgWb http://t.co/gsJupxNFLq,2015-02-20 12:48 +0000,4517,363,0.080363073,11,0,13,10,83,0,42,2,4,198,198
The association between the ACTN3 R577X polymorphism and noncontact acute ankle sprains http://t.co/hTB5B8ecj0 http://t.co/sFmAAO48Oo,2015-02-17 18:12 +0000,4177,111,0.026574096,3,0,4,3,27,0,15,0,2,57,57
On winning the â€œlotteryâ€ù: psychological preparation for football penalty shoot-outs http://t.co/7iXFsH62T1 @Greg___Wood @markwilson_psy,2015-02-17 13:47 +0000,5007,110,0.021969243,13,0,8,9,48,0,30,0,2,0,0
The effect of marker placementâ€_on calculated elbow extension during bowling in cricket http://t.co/cyPCqZ1Yl6 http://t.co/4auMJhUKXw,2015-02-16 12:02 +0000,4303,100,0.0232396,6,1,3,2,35,0,17,0,0,36,36
Tracking of physical activity in pubertal boys with different BMI over two-year period http://t.co/bkkrtCWKJt http://t.co/qmqmI0CsRN,2015-02-16 11:45 +0000,3697,145,0.03922099,2,0,6,12,36,0,18,0,2,69,69
"@chadnelsonpt Method -&gt; ""This shoe model was selected because of its popularity for both pro &amp; amateur players &amp; commercially available"".",2015-02-13 12:42 +0000,425,6,0.014117647,0,0,0,0,0,0,6,0,0,0,0
@nateduncannba @rotowireatc Hi Nate. Here's the conclusion of the paperâ€_ http://t.co/uuBWQYlrvf,2015-02-13 12:37 +0000,556,36,0.064748201,0,1,0,0,9,0,9,0,0,17,17
"Shoe collar height effect on athletic performance, ankle joint kinematics and kineticsâ€_ http://t.co/jqgJYiCcDH http://t.co/J0mkT16i3o",2015-02-13 10:25 +0000,10403,918,0.088243776,43,6,30,26,252,0,119,4,6,432,432
The effect of time trial cycling position on physiological and aerodynamic variables http://t.co/UNejxyVkC2 http://t.co/KcQCsFNKO7,2015-02-09 11:40 +0000,14461,712,0.049235876,32,2,36,39,206,0,127,3,11,256,256
The role of the entry-&amp;-stretch phase at the different paces of race in front crawl swimming http://t.co/IsM1ON1esd http://t.co/5t2gbtXoaM,2015-02-09 11:28 +0000,5366,420,0.078270593,15,1,23,11,78,0,44,1,6,241,241
Vol 33(8) is now available. Papers on #hydration #performancefeedback #repeatedsprints #bonehealth #skating #talentID http://t.co/QmrbNMCqMg,2015-02-05 14:28 +0000,3452,117,0.033893395,4,0,6,3,75,2,23,0,4,0,0
Quasi-stiffness of the knee joint in flexion and extension during the golf swing http://t.co/hFziqPl5Q4 ï¿_ http://t.co/In1jIhsQV7,2015-02-05 14:22 +0000,4548,332,0.07299912,5,0,7,10,46,0,39,0,2,223,223
"Skeletal maturation, fundamental motor skills &amp; motor coordination in children 7â€“10 yrs http://t.co/pIRLZWZ67z",2015-02-05 14:12 +0000,3978,102,0.025641026,7,1,5,1,62,0,18,0,8,0,0
Motor skills and school performance http://t.co/hlnc9JOw8F #FMS #physicalactivity http://t.co/8mdGyW6GIX,2015-02-05 14:08 +0000,6831,344,0.050358659,19,0,17,6,67,1,33,0,6,195,195
Vol 33(7) of JSS is now available. Papers on #golf #tennis #swimming #wearables #cricket #breasts #sleep #running http://t.co/nFGUOHF1gz,2015-02-03 16:21 +0000,4032,140,0.034722222,5,0,4,6,96,5,21,0,3,0,0
The influence of elbow joint kinematics on wrist speed in cricket fast bowling http://t.co/UFxMwQmxzf http://t.co/ywxmBMHlYD,2015-02-03 13:57 +0000,4649,170,0.036567004,10,0,6,13,40,0,50,1,5,45,45
Kinematic and EMG activities during front and back squat variations in maximum loads http://t.co/4fUXCDP38B http://t.co/YPYCd3OjGk,2015-01-29 16:28 +0000,16371,1210,0.073911184,53,3,70,34,235,0,184,3,21,606,606
Leg soft tissue position and velocity reliability http://t.co/ovLSn0l3Kl http://t.co/ujCgx3mfIX,2015-01-28 16:31 +0000,3607,173,0.047962296,2,1,2,1,32,0,15,0,1,119,119
Improving paddling efficiency through raising sitting height in female white water kayakers http://t.co/8svTpjNle2 http://t.co/5epPjj4qKA,2015-01-28 16:27 +0000,3907,84,0.021499872,6,0,3,5,15,0,9,0,1,45,45
Short-term fatigue punt-kick kinematics http://t.co/iwRNDvrquU @Checkmyteck @robaughey http://t.co/0uy27vghJi,2015-01-27 09:54 +0000,4727,192,0.040617728,10,0,6,7,49,0,35,0,3,81,81
DNA oxidation following long-lasting exercise http://t.co/OfSfP5yAHF http://t.co/xMNyoxkcxi,2015-01-27 09:42 +0000,4155,131,0.031528279,5,0,4,3,33,0,7,0,1,77,77
Validation of two accelerometers to determine mechanical loading of PA in children http://t.co/qqjFoVycMd http://t.co/fR8I9Fx3G7,2015-01-27 09:35 +0000,4301,171,0.039758196,3,0,8,3,50,0,24,0,3,80,80
Influence of different sports on bone mass in growing girls http://t.co/fc8huMykTk http://t.co/PDn6sGWksD,2015-01-22 12:50 +0000,7600,438,0.057631579,30,1,20,14,79,0,49,1,2,242,242
Authorsâ€™ response to the letter to the editor: â€œEffects of acoustic feedback training in elite-standard Para-Rowingâ€ù http://t.co/WeNRGs2B4M,2015-01-20 11:35 +0000,3278,39,0.011897498,1,0,1,3,28,0,6,0,0,0,0
Letter to the editor concerning the article â€œEffects of acoustic feedback training in elite-standard Para-Rowingâ€ù http://t.co/UoovNXQQwq,2015-01-20 11:31 +0000,3239,30,0.009262118,1,0,1,0,25,0,3,0,0,0,0
Perform kicking with or without jumpingâ€_ http://t.co/6YUiDCfnRE http://t.co/6V711cW9g6,2015-01-20 11:20 +0000,3518,179,0.050881182,2,0,5,2,39,0,8,0,2,120,120
Kinematic Patterns Associated with the Vertical Force Produced during the Eggbeater Kick http://t.co/no4Eyl1YTe http://t.co/HwiDJkC844,2015-01-20 11:15 +0000,3846,181,0.047061882,7,0,8,3,30,0,15,0,5,113,113
"#JSSBookReview History of Exercise Physiology, Edited by Charles M Tipton. Review by Prof. Ron Maughan http://t.co/1QhbSCe6By",2015-01-20 11:02 +0000,3185,57,0.017896389,0,0,9,3,36,0,9,0,0,0,0
The impact of making-weight on cognitive performance in apprentice jockeys http://t.co/2XtaGjUZdv http://t.co/VlNXpZMTWh,2015-01-14 10:57 +0000,3822,114,0.029827316,4,1,7,2,26,0,14,0,1,59,59
Effect of hand paddles and parachute on butterfly coordination http://t.co/wCnQFYZ7SA http://t.co/2thSLqZT4X,2015-01-14 10:49 +0000,3327,56,0.016831981,1,0,1,3,19,0,6,0,1,25,25
Effects of treadmill vs overground soccer match sims on biomech. markers of ACL injury risk in side cutting http://t.co/wTG6huZDvQ,2015-01-14 10:44 +0000,3619,101,0.027908262,5,0,5,6,43,0,39,0,3,0,0
Motion analysis of U11 to U16 elite English Premier League Academy players http://t.co/r0USYWD2g9 @JSSFootball http://t.co/IFq1OIt2uI,2015-01-14 10:30 +0000,6272,479,0.076371173,19,1,23,10,100,0,56,1,8,261,261
We're in Oxfordshire today for the JSS Editorial Board meeting. The EB meets twice per year to discuss all aspects related to publishing.,2015-01-13 12:07 +0000,3191,17,0.005327484,0,0,1,7,0,0,9,0,0,0,0
@philw80 you might have to search through each volume to find itâ€_ http://t.co/GnpJSr8JNa,2015-01-09 21:30 +0000,262,3,0.011450382,0,1,0,0,0,0,2,0,0,0,0
@philw80 maybe this one? http://t.co/HpurTtqq2V,2015-01-09 18:46 +0000,228,6,0.026315789,0,1,0,0,1,0,4,0,0,0,0
@philw80 Hi Phil. We'd need a little more info to search for that. Do you know any of the authors? Which sport?,2015-01-09 17:40 +0000,219,13,0.059360731,0,1,0,0,0,0,12,0,0,0,0
". @danw44 @maxcurle1 @robeddon @tenanatc Hi all, we've arranged for the paper to be freely available early next week.",2015-01-09 16:34 +0000,3281,23,0.007010058,0,1,5,2,0,0,15,0,0,0,0
"@tenanatc Hi Matt, I would think yes, but @alannevill1 or @WinterEdward should be able to confirm one way or the other.",2015-01-09 13:28 +0000,203,15,0.073891626,0,0,0,3,0,0,12,0,0,0,0
"@danw44 @maxcurle1 @robeddon @TenanATC Hi all, we're working on making this paper freely available. Stay tuned. @tandfsport",2015-01-09 13:24 +0000,2605,28,0.01074856,0,1,2,8,0,0,17,0,0,0,0
"The immune response to short-duration exercise in trained, eumenorrhoeic women http://t.co/kVGyna3ESd http://t.co/dcEaIcS70j",2015-01-09 13:12 +0000,3620,129,0.035635359,7,0,5,5,38,0,14,0,2,58,58
"@tenanatc Matt, the paper reports evidence for/against the 'hot hand' in the Intro then examines how coaches/players react to this 'belief'.",2015-01-09 12:56 +0000,326,4,0.012269939,0,1,1,0,0,0,2,0,0,0,0
Effects of seated/standing CWI on recovery from repeated sprinting http://t.co/PsL9uoxFln @Joffyleeder @GlynHowatson http://t.co/GnwDDIPW0T,2015-01-09 12:37 +0000,6840,373,0.054532164,11,0,20,10,114,0,48,0,8,162,162
Defending 'hot' players in basketball http://t.co/NQ7mjbeB8H http://t.co/Nd0de5VqvP,2015-01-09 12:26 +0000,10403,697,0.066999904,6,2,8,18,207,0,63,0,3,390,390
Determination of the centre of mass kinematics in alpine skiingâ€_ http://t.co/VdPjbym9FT http://t.co/c2Lj2OJ7kQ,2015-01-08 11:03 +0000,4014,220,0.054808171,6,2,11,9,51,0,29,0,2,110,110
Feedback on any questions/comments will be posted here after the EB meeting.,2015-01-07 13:40 +0000,2932,9,0.003069577,0,0,1,3,0,0,5,0,0,0,0
The next JSS Editorial Board meeting is on 13/1. If you would like to ask the EB a question or have a comment then please let us know.,2015-01-07 13:38 +0000,2916,11,0.003772291,0,0,1,4,0,0,6,0,0,0,0
Impulsive force on the head duringâ€_typical ukemi techniques following different judo throws http://t.co/VmSoBzM1WY http://t.co/TUiHN1YxH5,2015-01-07 13:28 +0000,3450,93,0.026956522,5,0,4,2,17,0,16,0,0,49,49
Effects of neuromuscular fatigue and the knee joint http://t.co/mdO1gmXZcX http://t.co/gxjuHmULno,2015-01-07 12:45 +0000,6672,275,0.041217026,15,0,11,9,69,0,18,2,4,147,147
All at JSS would like to welcome @DrDylanThompson to the Editorial Board. Prof. Thompson is the new Section Editor for Physiology.,2015-01-07 12:24 +0000,2769,50,0.01805706,0,1,5,15,0,0,28,0,0,0,0
Correlates of sedentary behaviour in youths with Down syndrome: the UP&amp;DOWN study http://t.co/CuEfaNjp3D http://t.co/r5HeRYwgxL,2015-01-07 12:21 +0000,2971,55,0.018512285,1,0,3,0,11,0,6,0,0,34,34
Effect of swim speed on legâ†’arm coordination in unilateral arm amputeeâ€_swimmers http://t.co/gPYROIqQfL @SwimBiomex http://t.co/qMC3ehInvd,2015-01-07 11:37 +0000,3480,172,0.049425287,6,0,11,10,40,0,20,0,0,85,85
Professor Clyde Williams' (@Clydesdale40) personal tribute to Professor Bengt Saltin http://t.co/zCZ4U1jbPz,2015-01-07 11:14 +0000,6234,136,0.021815849,8,0,6,8,69,0,41,1,3,0,0
2 JSS papers in the top 5 Altmetric list last week. Congrats to @cbalsalobre @acbkiwi @LyndellBruce @BrettGordonAEP http://t.co/zjeVe1j843,2015-01-07 10:38 +0000,4766,123,0.025807805,8,2,7,6,62,0,37,0,1,0,0
An in-depth appraisal of career termination experiences in professional cricket http://t.co/E9NjI7pwEL @robertscm http://t.co/fDPy8cd7Sl,2015-01-03 13:21 +0000,4581,159,0.034708579,8,0,1,7,24,0,23,0,5,91,91
Body composition characteristics of elite Australian rugby union athletesâ€_ http://t.co/EgYZElfbrb @GaryJSlater http://t.co/fQSA6NwQFD,2015-01-03 13:07 +0000,9078,561,0.061797753,22,3,25,21,78,0,77,1,14,320,320
Rain influences the physiological and metabolic responses to exercise in hot conditions http://t.co/sgkrb9UEYb http://t.co/jTLPqBRVdG,2015-01-03 12:54 +0000,4103,126,0.030709237,7,0,14,3,34,0,10,0,4,54,54
My heart is racing! Psychophysiological dynamics of skilled racecar drivers http://t.co/X2trnr909n http://t.co/esVRYoNWIv,2015-01-03 12:46 +0000,3974,115,0.028938098,4,2,5,3,33,0,7,0,4,57,57
The effect of heavy resistance exercise on r-sprint performance in youth athletes http://t.co/NPUkkPc3HL @DanPeart1 http://t.co/L5Fho80Ij3,2015-01-03 12:40 +0000,7809,471,0.060315021,18,1,25,17,126,0,66,0,8,210,210
The match demands of international rugby sevens http://t.co/AJktx5bhKy @Alex_S_Ross http://t.co/m6zknSIvYc,2015-01-03 12:25 +0000,11551,509,0.044065449,22,1,23,22,102,0,77,0,10,252,252
@davidwilsoninfo Hi David. Instructions for authors here: http://t.co/o6HoiinMap and to submit go here: https://t.co/1timC7wD8S,2015-01-03 11:59 +0000,195,11,0.056410256,0,0,0,1,2,0,8,0,0,0,0
Key parameters of the swimming start and their relationship to start performance http://t.co/vhstsXpH1b http://t.co/lz58MEe9uZ,2015-01-03 11:56 +0000,8554,303,0.035422025,13,0,17,14,63,0,40,3,6,147,147
Dominantâ€“non-dominant asymmetry of kicking a stationary and rolling ball in a futsal context http://t.co/3hgZprdbjW,2015-01-03 11:49 +0000,3487,55,0.015772871,4,0,3,7,24,0,14,0,3,0,0
The effects of resistance exercise with/without different degrees of blood-flow restriction on perceptual responses http://t.co/kq9Jtrd67o,2015-01-03 11:45 +0000,5179,131,0.025294458,4,1,13,13,62,0,37,0,1,0,0
Reliability and validity of a GPS-enabled iPhone app to measure physical activity http://t.co/atNf6jW3s2 @acbkiwi http://t.co/Pi8vo9yHmE,2015-01-03 11:34 +0000,9125,791,0.086684932,39,2,35,23,166,0,192,4,11,319,319
Multidisciplinary predictors of adherence to contemporary dance training: â€_ http://t.co/3UAMyYmvnL http://t.co/aEOCawZpgL,2015-01-03 11:20 +0000,3459,47,0.013587742,2,0,3,1,4,0,5,0,1,31,31
The validity/reliability of an iPhone app for measuring VJ performance http://t.co/NQDHqfSZHo @cbalsalobre http://t.co/sgQbgEnbau,2015-01-03 11:13 +0000,11239,1004,0.089331791,46,0,62,25,264,0,146,2,22,437,437
Predicting elite Scottish athletesâ€™ attitudes towards dopingâ€_ http://t.co/mp0eAQduOy,2014-12-26 14:21 +0000,3409,61,0.017893811,1,0,3,2,37,0,18,0,0,0,0
Validation of the SenseWear Armband in different ambient temperatures http://t.co/demhDkQgg7 http://t.co/xRomGZ070s,2014-12-26 12:51 +0000,3504,141,0.040239726,1,0,4,2,27,0,26,0,5,76,76
The influence of sport goggles on visual target detection in female intercollegiate athletes http://t.co/3ri4u2O5K8 http://t.co/gCbnrwu4tY,2014-12-26 12:44 +0000,3862,94,0.02433972,2,0,4,5,19,0,16,0,0,48,48
Validity/reliability of RPE in women with fibromyalgia: exertion-pain discrimination http://t.co/eN6agAS5Us http://t.co/u0aXBHpGlc,2014-12-26 12:39 +0000,3795,131,0.034519104,4,0,6,8,35,0,29,0,1,48,48
_Ÿ‘è to @ShonaHalson @davidtmartin @kimkachel @drstuartmcgill on their recent papers,2014-12-23 16:25 +0000,3371,103,0.030554732,0,0,1,15,0,0,87,0,0,0,0
_Ÿ‘è to @RachArnold @MikeDunky @roelvaeyens @Dieter_Deprez @JobFran @stevehaake @jacquietran @PaulGastin on their recent papers,2014-12-23 16:23 +0000,3651,62,0.016981649,2,1,5,15,0,0,39,0,0,0,0
_Ÿ‘è to @Rhodri_S_Lloyd @DrJonOliver @Checkmyteck @tom85kempton @AaronJCoutts @HughFullagar @Robertson_SJ @DavidGJoyce on their recent papers,2014-12-23 16:21 +0000,5477,162,0.029578236,4,0,4,42,0,0,112,0,0,0,0
"@chinistheword We would mostly recommend going to the original source (the article), but where you get info depends on a range of factors.",2014-12-23 12:33 +0000,174,7,0.040229885,0,0,0,0,0,0,7,0,0,0,0
The effect of equipment scaling on childrenâ€™s sport performance: the case for tennis http://t.co/dzcAkVSxwH http://t.co/iX1TBozsN2,2014-12-23 12:23 +0000,3952,165,0.041751012,5,0,6,5,27,0,26,0,2,93,93
The use of skill tests to predict status in junior Australian football http://t.co/NckYi3HhBA http://t.co/cK8QmZvZNQ,2014-12-23 12:16 +0000,4887,325,0.066502967,7,0,11,2,74,0,38,0,3,190,190
An alternative approach to describing agility in sportsâ€_ http://t.co/Pp0zmuS1bt http://t.co/Sr4OTBgDbj,2014-12-23 12:09 +0000,4929,335,0.067965104,13,0,19,12,97,0,30,0,5,159,159
"Vol 33(4) is now available. Papers on referee-bias, temporal specificity of training, breast displacement, et al http://t.co/bWDm1eAG3n",2014-12-23 10:55 +0000,3070,56,0.018241042,3,0,3,1,42,0,6,0,1,0,0
"Vol 33(3) is now available. Papers on team confidence, youth soccer, field events, rowing, mountain biking, et al http://t.co/b1cyvsiCqq",2014-12-23 10:51 +0000,3826,105,0.027443806,5,0,7,1,63,0,25,0,4,0,0
"Vol 33(2) is now available. Papers on relative age, exercise in older adults, ultra-endurance road cycling, et al http://t.co/T5FS15VcLe",2014-12-23 10:48 +0000,3070,66,0.021498371,3,0,4,6,36,0,14,0,3,0,0
"Vol 33(1) is now available. Papers on penalties, FMS, rugby league, sport participation, whey protein, pacing, rugby http://t.co/YIIt74Gh2e",2014-12-23 10:43 +0000,3815,146,0.038269987,6,1,9,3,89,0,31,1,6,0,0
Patterns of barbell acceleration during the snatch in weightlifting competition http://t.co/6NPLq73wrN http://t.co/SOiyxCb7bI,2014-12-22 13:46 +0000,3967,245,0.061759516,8,0,6,5,54,0,21,0,1,150,150
RSA in young basketball players: one vs. two changes of direction (Part 1) http://t.co/OpnhHuj4Jq http://t.co/69NHDBpJua,2014-12-22 13:39 +0000,3445,112,0.032510885,2,0,6,4,28,0,9,0,1,62,62
â€_caffeinated energy drink improves jump perf. &amp; activity patterns in elite badminton players http://t.co/jJDv7AyG3w http://t.co/oRPkv26Ipe,2014-12-22 13:28 +0000,3636,133,0.036578658,3,2,9,3,21,0,21,0,1,73,73
Enhanced jump perf. when providing augmented feedback compared to ext/int focus of attention http://t.co/a9azZ5qMF7 http://t.co/mUCdzKQwaw,2014-12-22 13:05 +0000,5318,226,0.042497179,15,0,15,1,60,0,24,0,4,107,107
Influence of sex/specialty on the prediction of middle-dist perf. using Mercierâ€™s nomogram http://t.co/X9eu1DUJyo http://t.co/R5yb4O3brG,2014-12-22 12:58 +0000,4283,263,0.061405557,5,1,10,5,58,0,25,0,2,157,157
Acute effect of minimalist shoes on foot strike pattern/kinematics in rearfoot strikersâ€_ http://t.co/XzHAlJUMAv http://t.co/sD7uSLfewK,2014-12-22 11:52 +0000,6480,502,0.077469136,19,0,23,15,136,0,43,0,8,258,258
Index of mechanical efficiency in competitive and recreational long distance runners http://t.co/5LWVQNHyLj http://t.co/jHVKNFgXK0,2014-12-22 11:46 +0000,4786,202,0.042206435,9,0,14,16,53,0,27,0,3,80,80
Effects of posture/sizing/type on measured interface pressure in sports compression clothing http://t.co/aovFTGl3Hg http://t.co/A7ojB5mpTu,2014-12-22 11:35 +0000,3500,122,0.034857143,2,0,7,7,32,0,18,1,2,53,53
Hip range of motion &amp; scapula position in youth baseball pitching pre/post simulated game http://t.co/4yfjclz6cE http://t.co/0dTkG6TrK4,2014-12-22 11:26 +0000,2827,79,0.027944818,2,0,3,4,13,0,8,0,1,48,48
Metabolic optimisation of the basketball free throw http://t.co/knF6fSa33w http://t.co/KbltgePcZn,2014-12-22 11:22 +0000,3440,181,0.052616279,4,0,6,13,45,0,17,0,1,95,95
#ff #JSSEds @alannevill1 @WinterEdward @s_fawkner @gareth_radical4 @AndyLane27 @WvanMechelen @rich_davison @grantabt http://t.co/8eqwILEdeX,2014-12-19 12:37 +0000,2626,55,0.020944402,0,0,0,10,16,1,28,0,0,0,0
